cocktailName,cocktailNameKo,alcoholStrength,cocktailStory,cocktailType,alcoholBaseType,ingredient,recipe,cocktailImgUrl
Queen Elizabeth,퀸 엘리자베스,STRONG,"엘리자베스 여왕'이라는 이름처럼, 이 칵테일은 우아하고 고귀한 당신을 위한 음료입니다. 드라이 베르무트의 절제된 맛과 진의 깔끔함, 베네딕틴의 향이 어우러져 마치 영국 왕실의 품격처럼 세련된 분위기를 자아내죠. 퀸 엘리자베스는 당신의 우아한 매력을 더욱 돋보이게 해줄 완벽한 선택이 될 거예요.",CLASSIC,GIN,"드라이 베르무트:1/2 oz, 진:1 1/2 oz, 베네딕틴:1 1/2 tsp","모든 재료를 얼음과 함께 저은 후, 칵테일 잔에 거른 후 낸다.",https://www.thecocktaildb.com/images/media/drink/vpqspv1478963339.jpg
Quaker's Cocktail,퀘이커 칵테일,MEDIUM,"퀘이커의 칵테일'은 자신감 넘치는 당신을 위한 음료예요. 럼과 브랜디, 레몬, 라즈베리 시럽이 만나 마치 예상치 못한 곳에서 터지는 짜릿한 즐거움처럼 당신의 삶에 활력을 불어넣어 주죠. 퀘이커스 칵테일은 당신의 용기와 열정을 응원하고, 어떤 어려움도 이겨낼 힘을 줄 거예요.",CLASSIC,RUM,"라이트 럼:3/4 oz, 브랜디:3/4 oz, 레몬:Juice of 1/4, 라즈베리 시럽:2 tsp","모든 재료를 얼음과 함께 흔들고, 칵테일 잔에 거른 후 낸다.",https://www.thecocktaildb.com/images/media/drink/yrqppx1478962314.jpg
Quarter Deck Cocktail,쿼터 덱 칵테일,STRONG,"쿼터 덱 칵테일'은 바다를 향한 낭만을 담고 있어요. 럼의 이국적인 향과 셰리의 깊은 풍미, 라임의 상큼함이 어우러져 마치 선박의 갑판에서 망망대해를 바라보는 듯한 기분을 느끼게 해 주죠. 쿼터 덱 칵테일은 당신의 삶에 새로운 모험과 활력을 불어넣어 줄 완벽한 음료가 될 거예요.",CLASSIC,RUM,"라이트 럼:1 1/2, 셰리:1/3 oz cream, 라임:Juice of 1/2","모든 재료를 얼음과 함께 저은 후, 칵테일 잔에 거른 후 낸다.",https://www.thecocktaildb.com/images/media/drink/qrwvps1478963017.jpg
Rose,로즈,MEDIUM,"장미'라는 꽃의 이름처럼, 이 칵테일은 로맨틱한 사랑을 상징해요. 진의 깔끔함과 살구 브랜디, 레몬 주스, 그레나딘의 조화는 마치 풋풋한 사랑처럼 달콤하고 설렘 가득한 맛을 선사하죠. 로즈는 당신의 소중한 순간을 더욱 로맨틱하게 만들어 줄 거예요.",CLASSIC,GIN,"드라이 베르무트:1/2 oz, 진:1 oz, 살구 브랜디:1/2 oz, 레몬 주스:1/2 tsp, 그레나딘:1 tsp, 설탕 가루:1/2 shot","칵테일 셰이커에 함께 흔든 다음, 차가운 잔에 거른다. 장식하여 낸다.",https://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg
Rum Sour,럼 사워,MEDIUM,"럼 사워'는 사랑의 묘약처럼 씁쓸함과 달콤함을 모두 담고 있습니다. 럼의 쌉싸름함에 레몬 주스의 신맛, 설탕의 달콤함이 어우러져 사랑의 복잡미묘한 감정을 모두 표현하죠. 럼 사워는 풋풋한 사랑을 시작하는 당신에게 설렘을, 오랜 연인에게는 신선한 자극을 선사할 거예요.",SHORT,RUM,"라이트 럼:2 oz, 레몬 주스:1 oz, 설탕:1/2 tsp, 오렌지:1 ea, 마라스키노 체리:1 ea","얼음이 반쯤 채워진 셰이커에 럼, 레몬 주스, 설탕을 넣는다. 잘 흔든다. 사워 잔에 거르고 오렌지 조각과 체리로 장식한다.",https://www.thecocktaildb.com/images/media/drink/bylfi21504886323.jpg
Rum Toddy,럼 토디,STRONG,"럼 토디'는 마치 따뜻한 포옹처럼 당신의 마음을 편안하게 해 줄 거예요. 럼의 묵직함에 설탕과 레몬 껍질이 더해져 하루의 피로를 부드럽게 풀어주죠. 럼 토디는 조용하고 아늑한 밤, 혼자만의 시간을 가지며 여유를 즐기고 싶을 때 완벽한 동반자가 될 거예요.",SHORT,RUM,"럼:2 oz, 설탕 가루:2 tsp, 레몬 껍질:1 twist of, 물:2 tsp",올드 패션드 잔에 설탕 가루를 물에 녹인다. 럼과 얼음 한 조각을 넣고 젓는다. 레몬 껍질 트위스트를 넣고 낸다.,https://www.thecocktaildb.com/images/media/drink/athdk71504886286.jpg
Royal Fizz,로얄 피즈,LIGHT,"로열 피즈'는 **'화려한 축제'**를 상징하는 칵테일입니다. 진의 깔끔함과 달콤새콤한 맛, 계란의 부드러움, 콜라의 청량함이 어우러져 마치 궁전에서 열리는 무도회처럼 짜릿하고 우아한 분위기를 연출하죠. 로열 피즈는 당신의 특별한 순간을 더욱 빛나게 해줄 완벽한 선택이 될 거예요.",LONG,GIN,"진:1 oz, 스위트 앤 사워:2 oz, 달걀:1 whole, 콜라:1/2 shot",모든 재료(콜라 제외)를 얼음과 함께 흔들고 차가운 콜린스 잔에 거른다. 콜라로 채워 낸다.,https://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg
Rum Cooler,럼 쿨러,LIGHT,럼 쿨러'는 **'시원한 여행'**을 상징해요. 럼의 이국적인 향에 레몬라임 소다와 레몬의 청량함이 더해져 한 모금 마실 때마다 답답한 일상을 벗어나고 싶은 당신의 마음을 시원하게 해 줄 거예요. 럼 쿨러는 당신의 삶에 새로운 활력을 불어넣어 줄 완벽한 음료가 될 거예요.,LONG,RUM,"럼:2 oz, 레몬라임 소다:4 oz, 레몬:1 ea",얼음이 거의 가득 찬 콜린스 잔에 럼과 소다를 붓는다. 잘 젓고 레몬 웨지로 장식한다.,https://www.thecocktaildb.com/images/media/drink/2hgwsb1504888674.jpg
Rum Runner,럼 러너,LIGHT,"럼 러너'는 자유로운 모험가를 위한 칵테일입니다. 말리부 럼과 블랙베리 브랜디, 오렌지 주스와 파인애플 주스의 이국적인 조합은 마치 끝없이 펼쳐진 바다 위를 항해하는 듯한 기분을 느끼게 해 주죠. 럼 러너는 일상에 지쳐 새로운 활력이 필요한 당신에게 완벽한 선택이 될 거예요.",CLASSIC,RUM,"말리부 럼:1 1/2 oz, 블랙베리 브랜디:1 oz, 오렌지 주스:4 oz, 파인애플 주스:4 oz, 크랜베리 주스:4 oz",모든 재료를 잔에 섞고 얼음을 추가한다.,https://www.thecocktaildb.com/images/media/drink/vqws6t1504888857.jpg
Rusty Nail,러스티 네일,VERY_STRONG,"녹슨 못'이라는 이름처럼, 이 칵테일은 깊고 고풍스러운 매력을 지니고 있습니다. 스카치 위스키의 묵직함과 드람뷔의 달콤함이 어우러져 마치 오랜 역사를 간직한 소파처럼 편안하고 안정적인 느낌을 주죠. 러스티 네일은 유행에 휩쓸리지 않고 자신만의 가치를 추구하는 당신에게 가장 잘 어울리는 칵테일입니다.",SHORT,WHISKY,"스카치:1 1/2 oz, 드람부이:1/2 oz, 레몬 껍질:1 twist of",얼음이 거의 가득 찬 올드 패션드 잔에 스카치와 드람부이를 붓는다. 잘 젓는다. 레몬 트위스트로 장식한다.,https://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg
Red Snapper,레드 스내퍼,MEDIUM,"붉은 도미'라는 이름처럼, 이 칵테일은 강렬한 반전 매력을 지녔어요. 크라운 로열의 묵직함에 아마레토와 크랜베리 주스의 상큼함이 더해져, 겉으로는 차분하지만 속은 강한 매력을 지닌 당신의 모습을 표현하는 듯하죠. 레드 스내퍼는 당신의 숨겨진 매력을 맘껏 뽐내고 싶은 날에 완벽한 동반자가 될 거예요.",SHORT,WHISKY,"크라운 로열:1 shot, 아마레토:1 shot, 크랜베리 주스:1 shot","각각 한 샷씩, 흔들고 마신다.",https://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg
Royal Flush,로얄 플러시,MEDIUM,"로열 플러시'는 완벽한 승리를 상징하는 칵테일입니다. 크라운 로열과 피치 슈냅스, 샴보르, 크랜베리 주스가 어우러져 마치 인생의 승리를 자축하는 듯한 짜릿한 기분을 느끼게 해 주죠. 로열 플러시는 당신의 성공을 축하하는 특별한 음료가 될 거예요.",SHORT,WHISKY,"크라운 로열:1 1/2 oz, 피치 슈냅스:1 oz, 샹보르 라즈베리 리큐르:1/2 oz, 크랜베리 주스:1 oz",모든 재료를 얼음이 든 텀블러에 붓는다. 잔에 거른다.,https://www.thecocktaildb.com/images/media/drink/7rnm8u1504888527.jpg
Rum Cobbler,럼 코블러,MEDIUM,"럼 코블러'는 **'빛나는 보석'**을 담은 칵테일입니다. 럼과 소다, 레몬, 마라스키노 체리와 오렌지 등이 어우러져 마치 햇살에 반짝이는 보석처럼 영롱하고 아름다운 빛깔을 뽐내죠. 럼 코블러는 당신의 특별한 매력을 더욱 돋보이게 해줄 완벽한 음료가 될 거예요.",SHORT,RUM,"설탕:1 tsp , 클럽 소다:3 oz, 레몬:1 ea, 다크 럼:2 oz, 마라스키노 체리:1 ea, 오렌지:1 ea","올드 패션드 잔에 클럽 소다에 설탕을 녹인다. 잔이 거의 가득 찰 때까지 으깬 얼음을 넣는다. 럼을 넣는다. 잘 젓는다. 체리와 오렌지, 레몬 조각으로 장식한다.",https://www.thecocktaildb.com/images/media/drink/5vh9ld1504390683.jpg
Ruby Tuesday,루비 튜즈데이,LIGHT,"루비 화요일'이라는 이름처럼, 이 칵테일은 새롭고 강렬한 경험을 상징합니다. 진의 깔끔함과 크랜베리 주스의 상큼함, 그레나딘의 달콤함이 어우러져 한 모금 마실 때마다 당신의 삶에 짜릿한 활력을 불어넣어 줄 거예요. 루비 튜즈데이는 평범한 하루를 특별하게 만들고 싶은 당신에게 완벽한 음료가 될 거예요.",LONG,GIN,"진:2 oz, 크랜베리 주스:5 oz, 그레나딘:2 splashes",얼음이 채워진 하이볼 잔에 진과 크랜베리를 붓는다. 그레나딘을 넣고 젓는다.,https://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg
Rail Splitter,레일 스플리터,NON_ALCOHOLIC,"레일 스플리터'는 마치 인생의 시원한 돌파구를 상징해요. 설탕 시럽의 달콤함과 레몬 주스의 상큼함, 진저 에일의 청량함이 어우러져 한 모금 마실 때마다 답답한 일상을 벗어나고 싶은 당신의 마음을 시원하게 해줄 거예요. 레일 스플리터는 당신의 삶에 새로운 활력을 불어넣어 줄 완벽한 음료가 될 거예요.",LONG,OTHER,"설탕 시럽:2 tsp, 레몬 주스:1/2 shot, 진저 에일:1/2 shot",긴 잔에 설탕 시럽과 레몬 주스를 섞는다. 진저 에일로 채운다.,https://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg
Rosemary Blue,로즈마리 블루,LIGHT,"로즈마리 블루'는 신비로운 아름다움을 담고 있어요. 진의 깔끔함과 블루 큐라소의 영롱한 푸른빛, 토닉 워터의 청량함에 로즈마리의 은은한 향이 더해져 마치 신비로운 숲속을 거니는 듯한 기분을 느끼게 해 주죠. 로즈마리 블루는 당신의 신비로운 매력을 더욱 돋보이게 해줄 완벽한 선택이 될 거예요.",CLASSIC,GIN,"진:50 ml, 블루 큐라소:15 ml, 토닉 워터:100 ml, 로즈마리:1/2 ea","1) 풍선 잔에 밤베이 사파이어, 블루 큐라소, 로즈마리 가지, 부드럽게 짠 레몬 웨지를 넣는다. 잘 돌려 섞는다. 2) 각얼음을 채우고 피버-트리 라이트 토닉 워터로 채운다. 3) 바 스푼으로 부드럽게 접듯이 섞는다.",https://www.thecocktaildb.com/images/media/drink/qwc5f91512406543.jpg
Ramos Gin Fizz,라모스 진 피즈,MEDIUM,"라모스 진 피즈'는 마치 한 편의 예술 작품처럼 정교하고 섬세한 매력을 지니고 있습니다. 진의 깔끔함과 레몬 주스, 크림, 달걀 흰자의 부드러움이 어우러져 마치 구름처럼 몽글몽글하고 부드러운 질감을 선사하죠. 라모스 진 피즈는 특별한 순간을 더욱 우아하게 만들어 줄 완벽한 선택이 될 거예요.",LONG,GIN,"진:4.5 cL, 레몬 주스:3 cl, 설탕 시럽:3 cl, 크림:6 cl, 달걀 흰자:1, 바닐라 익스트랙:2 drop, 소다수:2 cl","크림과 달걀 흰자를 포함한 모든 재료를 잘, 그리고 빠르게 작업할 수 있도록 카운터에 준비한다. 모든 재료를 셰이커에 붓는다. 1분 동안 힘차게 흔든다: 크림과 달걀 흰자가 완벽하게 섞여야 하므로 서두르지 말 것. 이제 셰이커를 열고 얼음을 약간 넣은 다음 1-2분간 흔든다. 얼마나 버틸 수 있는지에 달렸다! 하이볼 잔에 붓고, 소다를 약간 넣고 취향에 맞게 장식한다. 라모스 진 피즈는 한때 활력을 주는 음료 또는 심지어 아침 식사로 마셨는데, 식전주나 식후주로 시도해 보면 이제는 잊혀진 작은 보석을 발견하게 될 것이다.",https://www.thecocktaildb.com/images/media/drink/967t911643844053.jpg
Royal Gin Fizz,로얄 진 피즈,MEDIUM,"로열 진 피즈'는 왕실의 품격을 담은 칵테일이에요. 진의 깔끔함과 레몬의 상큼함, 그리고 달걀과 탄산수의 부드러움이 어우러져 마치 우아한 궁전에서 열리는 무도회처럼 짜릿하고 활기찬 분위기를 연출하죠. 로열 진 피즈는 당신의 특별한 순간을 더욱 빛나게 해줄 완벽한 선택이 될 거예요.",LONG,GIN,"진:2 oz, 레몬:1/2 ea, 설탕 가루:1 tsp, 달걀:1 whole, 탄산수:1/2 shot","탄산수를 제외한 모든 재료를 얼음과 함께 흔들고, 얼음 두 개가 든 하이볼 잔에 거른다. 탄산수로 채우고, 저어서 낸다.",https://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg
Rum Milk Punch,럼 밀크 펀치,LIGHT,"이 칵테일은 마치 따뜻한 밤의 포옹처럼 당신을 편안하게 해줄 거예요. 럼의 부드러움과 우유의 포근함, 그리고 육두구의 은은한 향이 어우러져 하루의 피로를 부드럽게 풀어주죠. 럼 밀크 펀치는 잠 못 이루는 밤에 완벽한 동반자가 될 거예요.",LONG,RUM,"라이트 럼:2 oz, 우유:1 cup, 설탕 가루:1 tsp, 넛맥:1/2 dash",모든 재료(넛맥 제외)를 얼음과 함께 흔들고 콜린스 잔에 거른다. 위에 넛맥을 뿌려 낸다.,https://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg
Raspberry Julep,라즈베리 줄렙,STRONG,라즈베리 줄렙'은 상큼하고 달콤한 사랑을 담고 있어요. 버번의 묵직함에 라즈베리 시럽의 달콤함과 민트의 상큼함이 어우러져 마치 풋풋한 사랑처럼 설렘 가득한 맛을 선사하죠. 라즈베리 줄렙은 당신의 로맨틱한 순간을 더욱 특별하게 만들어 줄 완벽한 동반자가 될 거예요.,CLASSIC,WHISKY,"버번:2 oz, 라즈베리 시럽:1/2 oz, 민트:8 ea",잔 바닥에 민트 잎과 라즈베리 시럽을 부드럽게 으깬다. 으깬 얼음과 버번을 잔에 넣고 저은다. 얼음을 더 채우고 민트 가지로 장식한다.,https://www.thecocktaildb.com/images/media/drink/hyztmx1598719265.jpg
Rum Screwdriver,럼 스크루드라이버,MEDIUM,럼 스크류드라이버'는 가볍고 경쾌한 휴식을 상징해요. 럼의 이국적인 향에 오렌지 주스의 상큼함이 더해져 한 모금 마실 때마다 당신의 지친 몸과 마음을 상쾌하게 해 주죠. 럼 스크류드라이버는 바쁜 일상에서 벗어나 잠시 쉬어가고 싶은 당신에게 완벽한 선택이 될 거예요.,LONG,RUM,"라이트 럼:1 1/2 oz, 오렌지 주스:5 oz","얼음이 든 하이볼 잔에 럼을 붓는다. 오렌지 주스를 넣고, 저어서 낸다.",https://www.thecocktaildb.com/images/media/drink/4c85zq1511782093.jpg
Raspberry Cooler,라즈베리 쿨러,LIGHT,라즈베리 쿨러'는 가볍고 경쾌한 휴식을 상징해요. 라즈베리 보드카의 상큼함에 레몬라임 소다의 청량함이 더해져 한 모금 마실 때마다 당신의 지친 몸과 마음을 상쾌하게 해 주죠. 라즈베리 쿨러는 바쁜 일상에서 벗어나 잠시 쉬어가고 싶은 당신에게 완벽한 음료가 될 거예요.,LONG,VODKA,"라즈베리 보드카:2 oz, 레몬라임 소다:4 oz, 얼음:5 cubes",얼음이 거의 가득 찬 하이볼 잔에 라즈베리 보드카와 소다를 붓는다. 잘 젓는다.,https://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg
Rum Old-fashioned,럼 올드 패션드,VERY_STRONG,럼 올드 패션드'는 '세월의 흔적'을 담고 있는 칵테일이에요. 럼의 묵직함에 설탕과 비터스의 조화는 마치 오랜 역사를 간직한 소파처럼 고풍스럽고 편안한 느낌을 주죠. 럼 올드 패션드는 유행에 휩쓸리지 않고 자신만의 가치를 추구하는 당신에게 가장 잘 어울리는 칵테일입니다.,SHORT,RUM,"라이트 럼:1 1/2 oz, 151 프루프 럼:1 tsp, 설탕 가루:1/2 tsp, 비터스:1 dash, 물:1 tsp, 라임 껍질:1 ea","올드 패션드 잔에 설탕 가루, 물, 비터스를 넣고 젓는다. 설탕이 녹으면 얼음 조각과 라이트 럼을 넣는다. 라임 껍질 트위스트를 넣고, 151 프루프 럼을 위에 띄워 낸다.",https://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg
Russian Spring Punch,러시안 스프링 펀치,MEDIUM,"러시안 스프링 펀치'는 새로운 시작을 알리는 봄처럼 신선한 매력을 지니고 있습니다. 보드카의 깔끔함에 크렘 드 카시스, 설탕 시럽, 레몬 주스의 조합이 어우러져 마치 얼어붙었던 땅에서 싹이 돋아나는 것처럼 활기찬 에너지를 선사하죠. 러시안 스프링 펀치는 당신의 삶에 새로운 활력을 불어넣어 줄 완벽한 음료가 될 거예요.",LONG,VODKA,"보드카:2.5 cl, 크렘 드 카시스:1.5 cl, 설탕 시럽:1 cl, 레몬 주스:2.5 cl","재료들을 하이볼 잔에 붓고, 스파클링 와인으로 채운다.",https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg
Spritz,스프리츠,LIGHT,"이 칵테일은 마치 이탈리아의 여유로운 오후를 담고 있습니다. 프로세코의 가벼운 기포와 캄파리의 쌉쌀함, 소다 워터의 청량함이 어우러져 한 모금 마실 때마다 따스한 햇살과 시원한 바람이 느껴지는 듯하죠. 스피리츠는 바쁜 일상에서 벗어나 진정한 휴식을 즐기고 싶은 당신에게 완벽한 음료가 될 거예요.",SHORT,WINE,"프로세코:6 cl, 캄파리:4 cl, 소다수:1/2 shot",얼음이 든 잔에 층을 쌓아 장식하고 낸다.,https://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg
Scooter,스쿠터,MEDIUM,스쿠터'는 자유롭고 활기찬 여행을 상징해요. 브랜디의 묵직함에 아마레토와 크림의 부드러움이 어우러져 마치 스쿠터를 타고 도시를 누비는 것처럼 경쾌하고 즐거운 기분을 느끼게 해주죠. 스쿠터는 평범한 일상을 벗어나 새로운 활력이 필요한 당신에게 완벽한 음료가 될 거예요.,CLASSIC,BRANDY,"브랜디:1 oz, 아마레토:1 oz, 라이트 크림:1 oz","모든 재료를 으깬 얼음과 함께 잘 흔들고, 칵테일 잔에 거른 후 낸다.",https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg
Stinger,스팅어,STRONG,스팅어'는 강렬한 반전 매력을 지닌 칵테일이에요. 브랜디의 묵직함과 화이트 크렘 드 망트의 시원한 향이 어우러져 겉보기에는 차분하지만 속은 강한 매력을 지닌 당신의 모습을 표현하는 듯하죠. 스팅어는 당신의 숨겨진 매력을 맘껏 뽐내고 싶은 날에 완벽한 동반자가 될 거예요.,CLASSIC,BRANDY,"브랜디:1 1/2 oz, 화이트 크렘 드 멘트:1/2 oz","얼음이 든 믹싱 글라스에 붓고, 저은 후 칵테일 잔에 거른다. 록스 글라스에 온더락으로도 낼 수 있다.",https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg
Sazerac,사제락,VERY_STRONG,"사제락'은 고풍스러운 우아함을 상징하는 칵테일이에요. 리카르드의 강렬한 향과 버번의 묵직함, 페이쇼 비터스의 씁쓸함이 어우러져 마치 19세기 뉴올리언스의 밤거리를 걷는 듯한 기분을 느끼게 해 주죠. 사제락은 당신의 세련된 매력을 한층 더 돋보이게 해줄 완벽한 선택이 될 거예요.",SHORT,WHISKY,"리카르:1 tsp, 설탕:1/2 tsp, 페이쇼 비터스:2 dashes, 물:1 tsp, 버번:2 oz, 레몬 껍질:1 twist of","차가운 올드 패션드 잔을 압생트로 헹구고, 으깬 얼음을 넣은 후 따로 둔다. 남은 재료들을 얼음 위에서 저은 후 따로 둔다. 준비된 잔에서 얼음과 남은 압생트를 버리고, 음료를 잔에 거른다. 레몬 껍질을 넣어 장식한다.",https://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg
Sidecar,사이드카,VERY_STRONG,"사이드카'는 클래식한 매력을 지닌 칵테일입니다. 코냑의 묵직함과 코엥트루, 레몬 주스의 상큼함이 어우러져 마치 1920년대 파리의 낭만을 담은 듯한 기분을 느끼게 해주죠. 사이드카는 당신의 세련된 매력을 한층 더 돋보이게 해줄 완벽한 선택이 될 거예요.",CLASSIC,BRANDY,"코냑:2 oz, 코앵트로:1/2 oz, 레몬 주스:1 oz",모든 재료를 얼음이 채워진 칵테일 셰이커에 붓는다. 잘 흔들고 칵테일 잔에 거른다.,https://www.thecocktaildb.com/images/media/drink/x72sik1606854964.jpg
Spice 75,스파이스 75,MEDIUM,"스파이스 75'는 짜릿한 축제를 담은 칵테일이에요. 럼의 이국적인 향에 라임 주스의 상큼함, 샴페인의 청량함이 더해져 마치 예상치 못한 곳에서 터지는 깜짝 파티처럼 당신의 삶에 즐거운 활력을 불어넣어 주죠. 스파이스 75는 당신의 특별한 순간을 더욱 빛나게 해줄 완벽한 선택이 될 거예요.",CLASSIC,RUM,"설탕:60 ml, 올스파이스:1 tblsp, 럼:20 cl, 라임 주스:90 ml, 샴페인:6 cl, 오렌지 스파이럴:1/2 ea","냄비에 황금 캐스터 설탕 60g을 물 30ml와 올스파이스 1테이블스푼과 함께 부드럽게 데운다. 설탕이 녹을 때까지 부드럽게 요리한 다음, 혼합물을 식힌다. 커피 필터(또는 키친타월 두 겹)를 깐 체에 거른다. 향신료 시럽 60ml를 럼 200ml, 라임 주스 90ml와 함께 칵테일 셰이커에 붓는다. 얼음과 함께 흔들고 6개의 플루트 잔에 거른다. 샴페인 600ml로 채우고 각각 오렌지 트위스트로 장식한다.",https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg
Salty Dog,솔티 독,MEDIUM,"소금 범벅 강아지'라는 이름처럼, 이 칵테일은 짜릿한 즐거움을 선사합니다. 자몽 주스의 상큼함과 진의 쌉쌀함에 소금의 짭짤함이 더해져 한 모금 마실 때마다 예상치 못한 반전의 즐거움을 느끼게 해주죠. 샐티 독은 당신의 일상에 새로운 활력을 불어넣어 줄 완벽한 음료가 될 거예요.",LONG,GIN,"자몽 주스:5 oz, 진:1 1/2 oz, 소금:1/4 tsp",모든 재료를 얼음이 든 하이볼 잔에 붓는다. 잘 젓고 낸다. (원한다면 진 대신 보드카를 사용해도 좋다.),https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg
Stone Sour,스톤 사워,LIGHT,"스톤 사워'는 단단한 사랑을 상징하는 칵테일이에요. 살구 브랜디의 달콤함과 오렌지 주스의 상큼함, 그리고 새콤달콤한 맛이 어우러져 마치 쓴맛과 단맛을 모두 경험하는 인생처럼 다채로운 매력을 뽐내죠. 스톤 사워는 당신의 삶에 짜릿한 활력을 불어넣어 줄 완벽한 선택이 될 거예요.",SHORT,BRANDY,"살구 브랜디:1 oz, 오렌지 주스:1 oz, 스위트 앤 사워:1 oz","모든 재료를 얼음과 함께 흔들고, 차가운 위스키 사워 잔에 거른 후 낸다.",https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg
Sea breeze,씨 브리즈,LIGHT,"바닷바람'이라는 이름처럼, 이 칵테일은 시원하고 자유로운 휴식을 상징해요. 보드카의 깔끔함과 크랜베리, 자몽 주스의 상큼함이 어우러져 한 모금 마실 때마다 당신의 지친 몸과 마음을 상쾌하게 해 주죠. 씨 브리즈는 일상에 지쳐 새로운 활력이 필요한 당신에게 완벽한 음료가 될 거예요.",LONG,VODKA,"보드카:1 1/2 oz, 크랜베리 주스:4 oz, 자몽 주스:1 oz",얼음이 채워진 하이볼 잔에 모든 재료를 쌓아 만든다. 라임 웨지로 장식한다.,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg
Scotch Sour,스카치 사워,STRONG,"이 칵테일은 마치 인생의 쓴맛과 단맛을 모두 담고 있어요. 스카치 위스키의 묵직함에 라임과 레몬의 상큼함, 설탕의 달콤함이 어우러져 한 모금 마실 때마다 예상치 못한 반전의 즐거움을 선사하죠. 스카치 사워는 당신의 삶에 짜릿한 활력을 불어넣어 줄 완벽한 음료가 될 거예요.",SHORT,WHISKY,"스카치:1 1/2 oz, 라임:Juice of 1/2, 설탕 가루:1/2 tsp, 레몬:1/2 slice, 체리:1 ea","스카치, 라임 즙, 설탕 가루를 얼음과 함께 흔들고 위스키 사워 잔에 거른다. 레몬 반 조각으로 장식하고, 체리를 위에 얹어 낸다.",https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg
Sweet Tooth,스위트 투스,WEAK,"단 것을 좋아하는 사람'이라는 이름처럼, 이 칵테일은 달콤하고 사랑스러운 당신을 위한 음료예요. 고디바 리큐어와 우유의 부드러움이 어우러져 마치 솜사탕처럼 달콤하고 포근한 맛을 선사하죠. 스위트 투스는 지친 당신의 마음을 달콤하게 위로해 줄 완벽한 동반자가 될 거예요.",LONG,LIQUEUR,"고디바 리큐르:2 shots, 우유:1/2 shot","잔에 고디바 리큐어 2샷을 붓고, 원하는 만큼 우유를 넣는다.",https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg
Screwdriver,스크루드라이버,MEDIUM,스크류드라이버'는 가볍고 경쾌한 휴식을 상징합니다. 보드카의 깔끔함에 오렌지 주스의 상큼함이 더해져 한 모금 마실 때마다 당신의 지친 몸과 마음을 상쾌하게 해 주죠. 스크류드라이버는 바쁜 일상에서 벗어나 잠시 쉬어가고 싶은 당신에게 완벽한 음료가 될 거예요.,LONG,VODKA,"보드카:2 oz, 오렌지 주스:1/2 shot",얼음이 든 하이볼 잔에 섞는다. 장식하여 낸다.,https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg
Sherry Flip,셰리 플립,LIGHT,"셰리 플립'은 따뜻한 위로를 전하는 칵테일이에요. 셰리의 깊은 풍미와 크림, 달걀, 육두구의 부드러움이 어우러져 마치 갓 구운 빵처럼 고소하고 포근한 맛을 선사하죠. 셰리 플립은 지친 하루를 보낸 당신에게 따뜻한 위로와 휴식을 선물할 거예요.",CLASSIC,WINE,"셰리:1 1/2 oz, 라이트 크림:2 tsp, 설탕 가루:1 tsp, 달걀:1 whole, 넛맥:1 dash",모든 재료(넛맥 제외)를 얼음과 함께 흔들고 위스키 사워 잔에 거른다. 위에 넛맥을 뿌려 낸다.,https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg
Sol Y Sombra,솔 이 솜브라,MEDIUM,태양과 그림자'라는 뜻의 이 칵테일은 삶의 이중성을 담고 있어요. 브랜디의 따뜻함과 아니제트의 시원함이 어우러져 마치 예상치 못한 반전이 가득한 드라마처럼 다채로운 매력을 뽐내죠. 솔 이 솜브라는 당신의 지적인 매력을 더욱 돋보이게 해줄 완벽한 선택이 될 거예요.,CLASSIC,BRANDY,"브랜디:1 1/2 oz, 아니제트:1 1/2 oz","재료를 얼음과 함께 흔들고, 브랜디 스니프터에 거른 후 낸다. (이 음료의 이름은 영어로 ""Sun and Shade""이며, 이 음료를 맛본 후 그 이유를 알게 될 것이다. 고마워, 커비.)",https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg
